1,1
2,0
3,1
4,1
5,1
6,0
7,1
8,0
9,1
10,0
11,1
12,1
13,0
14,0
15,1
16,2
17,1
18,1
19,2
20,1
21,1
22,0
23,2
24,1
25,0
26,1
27,1
28,2
29,2
30,1
31,1
32,2
33,1
34,2
35,2
36,2
37,0
38,1
39,1
40,1
41,2
42,1
43,1
44,1
45,2
46,2
47,3
48,1
49,2
50,2
51,1
52,1
53,2
54,2
55,1
56,0
57,1
58,4
59,2
60,1
61,2
62,2
63,3
64,0
65,2
66,2
67,2
68,4
69,2
70,2
71,3
72,3
73,2
74,2
75,2
76,2
77,2
78,1
79,2
80,2
81,1
82,0
83,2 
84,3
85,3
86,3
87,2
88,4
89,4
90,4
91,1
92,2
93,2
94,3
95,3
96,3













